InicioPeriodo,FimPeriodo,Segmento,Modalidade,Posicao,InstituicaoFinanceira,TaxaJurosAoMes,TaxaJurosAoAno
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,36,BCO AGIBANK S.A.,15.89,487.08
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,35,BCO AGIBANK S.A.,15.89,487.08
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,29,BCO DO ESTADO DO RS S.A.,15.91,488.18
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,29,BCO DO ESTADO DO RS S.A.,15.91,488.11
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,29,BCO SENFF S.A.,15.92,488.83
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,36,BANCO PAN,15.94,489.75
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,34,BCO SENFF S.A.,15.94,490.03
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,30,BCO SENFF S.A.,15.95,490.7
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,36,PORTOSEG S.A. CFI,15.96,491.34
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,31,PORTOSEG S.A. CFI,15.96,491.18
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,34,MIDWAY S.A. - SCFI,15.97,491.99
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,30,PORTOSEG S.A. CFI,15.98,492.17
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,36,MIDWAY S.A. - SCFI,15.99,492.82
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,35,FIN. ITAU CBD CFI,15.99,492.75
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,34,BANCO PAN,15.99,493.0
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,31,BCO DO ESTADO DO RS S.A.,16.01,494.42
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,33,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,BCO SENFF S.A.,16.03,495.4
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,35,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,35,MIDWAY S.A. - SCFI,16.03,495.25
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,36,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,36,MIDWAY S.A. - SCFI,16.03,495.26
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,32,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,35,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,MERCADO CRÉDITO SCFI S.A.,16.03,495.27
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,30,PORTOSEG S.A. CFI,16.06,497.59
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,31,BANCO DIGIO,16.12,500.76
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,33,BANCO DIGIO,16.12,500.76
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,32,BANCO DIGIO,16.12,500.76
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,BANCO INVESTCRED UNIBANCO S.A.,16.13,501.76
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,34,BCO SENFF S.A.,16.16,503.56
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,36,FIN. ITAU CBD CFI,16.16,503.44
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,36,FIN. ITAU CBD CFI,16.2,506.27
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,LUIZACRED S.A. SCFI,16.2,506.19
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,BCO DO ESTADO DO RS S.A.,16.21,506.78
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,36,BCO BMG S.A.,16.23,507.8
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,BANCO INVESTCRED UNIBANCO S.A.,16.24,508.55
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,FIN. ITAU CBD CFI,16.26,509.59
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,34,BCO DO BRASIL S.A.,16.26,509.83
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,BCO BMG S.A.,16.27,510.62
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,FIN. ITAU CBD CFI,16.3,512.33
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,FIN. ITAU CBD CFI,16.3,512.26
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,32,FIN. ITAU CBD CFI,16.31,512.84
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,FIN. ITAU CBD CFI,16.31,512.99
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,FIN. ITAU CBD CFI,16.31,512.95
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,LUIZACRED S.A. SCFI,16.32,513.79
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,FIN. ITAU CBD CFI,16.32,513.28
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,BANCO INVESTCRED UNIBANCO S.A.,16.32,513.45
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,33,FIN. ITAU CBD CFI,16.34,514.66
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,BANCO INVESTCRED UNIBANCO S.A.,16.34,514.7
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,35,FIN. ITAU CBD CFI,16.35,515.54
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,BANCO INVESTCRED UNIBANCO S.A.,16.35,515.69
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,FIN. ITAU CBD CFI,16.36,515.8
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,35,FIN. ITAU CBD CFI,16.36,516.0
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,LUIZACRED S.A. SCFI,16.37,516.91
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,FIN. ITAU CBD CFI,16.37,516.6
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,BCO BMG S.A.,16.37,516.72
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,33,BANCO INVESTCRED UNIBANCO S.A.,16.37,516.87
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,BANCO INVESTCRED UNIBANCO S.A.,16.38,517.39
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,34,BANCO INVESTCRED UNIBANCO S.A.,16.39,517.85
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,FIN. ITAU CBD CFI,16.39,518.03
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,LUIZACRED S.A. SCFI,16.39,518.03
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,FIN. ITAU CBD CFI,16.39,517.87
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,BANCO INVESTCRED UNIBANCO S.A.,16.4,518.33
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,HIPERCARD BM S.A.,16.4,518.51
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,BANCO INVESTCRED UNIBANCO S.A.,16.41,519.41
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,36,BANCO INVESTCRED UNIBANCO S.A.,16.41,519.04
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,FIN. ITAU CBD CFI,16.41,519.32
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,59,OMNI BANCO S.A.,16.42,520.05
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,BANCO INVESTCRED UNIBANCO S.A.,16.42,519.67
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,BANCO INVESTCRED UNIBANCO S.A.,16.42,519.84
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,BANCO INVESTCRED UNIBANCO S.A.,16.42,519.85
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,HIPERCARD BM S.A.,16.43,520.86
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,36,BANCO INVESTCRED UNIBANCO S.A.,16.43,520.82
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,LUIZACRED S.A. SCFI,16.43,520.86
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,LUIZACRED S.A. SCFI,16.43,520.55
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,LUIZACRED S.A. SCFI,16.44,521.3
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,BANCO INVESTCRED UNIBANCO S.A.,16.44,520.98
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,34,LUIZACRED S.A. SCFI,16.44,521.28
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,LUIZACRED S.A. SCFI,16.44,521.05
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,BANCO INVESTCRED UNIBANCO S.A.,16.45,522.02
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,LUIZACRED S.A. SCFI,16.46,522.71
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,HIPERCARD BM S.A.,16.46,522.26
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,LUIZACRED S.A. SCFI,16.46,522.53
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,LUIZACRED S.A. SCFI,16.46,522.66
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,LUIZACRED S.A. SCFI,16.46,522.15
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,35,LUIZACRED S.A. SCFI,16.47,523.22
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,HIPERCARD BM S.A.,16.47,523.29
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,HIPERCARD BM S.A.,16.47,522.8
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,LUIZACRED S.A. SCFI,16.47,523.32
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,HIPERCARD BM S.A.,16.47,523.3
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,LUIZACRED S.A. SCFI,16.48,523.55
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,HIPERCARD BM S.A.,16.48,523.7
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,HIPERCARD BM S.A.,16.48,523.57
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,BANCO INVESTCRED UNIBANCO S.A.,16.48,523.57
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,HIPERCARD BM S.A.,16.49,524.26
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,35,HIPERCARD BM S.A.,16.5,525.35
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,HIPERCARD BM S.A.,16.5,524.83
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,LUIZACRED S.A. SCFI,16.5,525.18
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,LUIZACRED S.A. SCFI,16.5,524.86
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,HIPERCARD BM S.A.,16.51,525.78
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,HIPERCARD BM S.A.,16.51,525.74
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,HIPERCARD BM S.A.,16.51,525.83
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,HIPERCARD BM S.A.,16.52,526.29
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,36,HIPERCARD BM S.A.,16.53,526.97
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,HIPERCARD BM S.A.,16.53,527.16
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,BCO BMG S.A.,16.53,527.27
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,HIPERCARD BM S.A.,16.55,528.03
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,59,OMNI BANCO S.A.,16.56,529.23
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,BCO CSF S.A.,16.57,529.82
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,BCO DO BRASIL S.A.,16.61,532.08
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,BCO BMG S.A.,16.64,534.1
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,36,BCO DO BRASIL S.A.,16.65,534.6
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,BCO CSF S.A.,16.66,535.34
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,BCO AGIBANK S.A.,16.67,536.04
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,60,OMNI BANCO S.A.,16.69,537.55
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,BCO CSF S.A.,16.7,538.27
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,BCO CSF S.A.,16.7,538.04
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,BCO CSF S.A.,16.71,538.78
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,BCO CSF S.A.,16.79,544.26
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,BCO CSF S.A.,16.8,544.85
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,BCO CSF S.A.,16.8,544.85
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,37,BCO CSF S.A.,16.81,545.45
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,BCO CSF S.A.,16.81,545.55
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,BCO CSF S.A.,16.81,545.34
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,BCO CSF S.A.,16.82,546.26
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,BCO CSF S.A.,16.82,545.91
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,BCO CSF S.A.,16.82,545.99
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,BCO CSF S.A.,16.83,546.6
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,BCO CSF S.A.,16.83,546.55
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,BCO CSF S.A.,16.83,546.8
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,BCO CSF S.A.,16.83,546.87
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,BCO DO ESTADO DO RS S.A.,16.84,547.61
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,BCO DO ESTADO DO RS S.A.,16.87,549.37
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,BCO DO ESTADO DO RS S.A.,16.88,550.15
2023-01-03,2023-01-09,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,CREDIARE CFI S.A.,16.9,551.01
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,44,CREDIARE CFI S.A.,16.9,550.97
2023-01-04,2023-01-10,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,44,CREDIARE CFI S.A.,16.9,551.16
2023-01-05,2023-01-11,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,CREDIARE CFI S.A.,16.9,551.29
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,CREDIARE CFI S.A.,16.9,551.03
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,38,BCO BMG S.A.,16.91,551.89
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,44,BCO AGIBANK S.A.,16.91,551.83
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,44,BCO AGIBANK S.A.,16.91,551.83
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,44,CREDIARE CFI S.A.,16.91,551.67
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,CREDIARE CFI S.A.,16.92,552.81
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,CREDIARE CFI S.A.,16.92,552.61
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,CREDIARE CFI S.A.,16.92,552.61
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,39,CREDIARE CFI S.A.,16.92,552.61
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,CREDIARE CFI S.A.,16.92,552.81
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,CREDIARE CFI S.A.,16.92,552.69
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,CREDIARE CFI S.A.,16.93,553.31
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,44,CREDIARE CFI S.A.,16.93,553.48
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,45,CREDIARE CFI S.A.,16.93,553.04
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,CREDIARE CFI S.A.,16.93,553.07
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,BCO BMG S.A.,16.94,554.23
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,CREDIARE CFI S.A.,16.95,554.78
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,45,CREDIARE CFI S.A.,16.95,554.44
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - parcelado - Pré-fixado,59,OMNI BANCO S.A.,16.96,555.5
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,BCO DO ESTADO DO RS S.A.,16.97,555.89
2023-01-17,2023-01-23,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,46,MIDWAY S.A. - SCFI,16.97,556.24
2023-01-18,2023-01-24,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,46,MIDWAY S.A. - SCFI,16.97,556.26
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,MIDWAY S.A. - SCFI,17.0,558.17
2023-01-13,2023-01-19,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,44,MIDWAY S.A. - SCFI,17.02,559.64
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,44,MIDWAY S.A. - SCFI,17.02,559.26
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,44,MIDWAY S.A. - SCFI,17.02,559.35
2023-01-12,2023-01-18,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,MIDWAY S.A. - SCFI,17.02,559.64
2023-01-11,2023-01-17,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,MIDWAY S.A. - SCFI,17.05,561.6
2023-01-16,2023-01-20,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,45,MIDWAY S.A. - SCFI,17.06,561.92
2023-01-09,2023-01-13,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,45,MIDWAY S.A. - SCFI,17.06,561.73
2023-01-06,2023-01-12,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,44,MIDWAY S.A. - SCFI,17.08,563.11
2023-01-10,2023-01-16,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,45,MIDWAY S.A. - SCFI,17.08,563.27
2023-01-25,2023-01-31,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,40,MIDWAY S.A. - SCFI,17.1,564.97
2023-01-24,2023-01-30,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,41,MIDWAY S.A. - SCFI,17.1,564.97
2023-01-19,2023-01-25,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,45,BCO BMG S.A.,17.15,568.25
2023-01-23,2023-01-27,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,42,BCO BMG S.A.,17.19,570.93
2023-01-02,2023-01-06,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,43,VIA CERTA FINANCIADORA S.A. - CFI,17.26,575.71
2023-01-20,2023-01-26,PESSOA FÍSICA,Cartão de crédito - rotativo total - Pré-fixado,45,BCO BMG S.A.,17.52,593.91
